Título|Ano de Publicação|Tipo de Acesso|Tipo de Documento|Assuntos|Idioma|Descrição|Link de Acesso
Confinamento de cor e topologia em teorias de gauge na rede|||TRABALHO DE EVENTO-RESUMO|FÍSICA COMPUTACIONAL|Português||https://www2.ifsc.usp.br/portal-ifsc/hep-seminars-confinamento-de-cor-e-topologia-em-teorias-de-gauge-na-rede/
Hidrogel de celulose bacteriana e matriz extracelular para regeneração tecidual cardíaca|||TESE|MIOCÁRDIO|Português||https://doi.org/10.11606/T.10.2024.tde-24022025-110455
A simplified and general approach to absorption and stripping with parallel streams|||ARTIGO DE PERIODICO|ÓLEOS VEGETAIS|Inglês||https://doi.org/10.1016/j.seppur.2018.04.004
A pesquisa no ICB|||PARTE DE MONOGRAFIA/LIVRO|PESQUISA BIOMÉDICA|Português||https://doi.org/10.11606/9788593820021
Generalized hypercementosis in a patient with hypothyroidism and unilateral cleft lip and palate|||TRABALHO DE EVENTO-RESUMO|HIPOTIREOIDISMO|Inglês||
Pesquisadores do IFSC/USP contribuem para a descoberta de nova forma de procurar matéria escura|||ARTIGO DE JORNAL-DEP/ENTR|PESQUISA CIENTÍFICA|Português||https://www2.ifsc.usp.br/portal-ifsc/pesquisadores-do-ifsc-usp-contribuem-para-a-descoberta-de-nova-forma-de-procurar-materia-escura/
Ultra-processed food industry regulation for tackling obesity and diet-related non-communicable diseases in the Brazilian legislature: many proposals, no enactments|||ARTIGO DE PERIODICO|DIETA|Inglês||https://doi.org/10.1017/s1368980020002530
Exergy-based improvements of sustainable aviation fuels: comparing biorefinery pathways|||ARTIGO DE PERIODICO|CANA-DE-AÇÚCAR|Inglês||https://doi.org/10.3390/pr12030510
The Family Chamobatidae Thor (Fig. 45.1)|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
Identification of flavonoids in Hymenaea martiana Hayne (Fabaceae) by HPLC-DAD-MSn analysis|||ARTIGO DE PERIODICO|CAATINGA|Inglês||https://doi.org/10.1080/14786419.2019.1672062
The Family Ceratozetidae Jacot|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
Room-temperature multiferroic enhancement in cobalt and iron co-doped Aurivillius ceramics via defect engineering strategy|||ARTIGO DE PERIODICO|FERROMAGNETISMO|Inglês||https://doi.org/10.1016/j.matchemphys.2025.130620
Total serum N-glycans mark visceral leishmaniasis in human infections with Leishmania infantum|||ARTIGO DE PERIODICO|FISIOPATOLOGIA|Inglês||https://doi.org/10.1016/j.isci.2023.107021
Avaliação do perfil de resistência aos antimicrobianos de estirpes de Pasteurella multocida isoladas de suínos no Brasil|||TESE|BRASIL|Português||https://doi.org/10.11606/D.10.2024.tde-13122024-160705
The Family Carabodidae Koch (Fig. 43.1)|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
Familial case of popliteal pterygium syndrome: orofacial cleft variability|||TRABALHO DE EVENTO-RESUMO|MUTAÇÃO GENÉTICA|Inglês||
A persuasão como estratégia de ensino|||PARTE DE MONOGRAFIA/LIVRO|FILOSOFIA DA EDUCAÇÃO|Português||
The Family Camisiidae Oudemans|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
The Family Achipteriidae Thor|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
Properties of microalgae oil from the species Chlorella protothecoides and its ethylic biodiesel.|||ARTIGO DE PERIODICO|BIODIESEL|Inglês||https://doi.org/10.1590/0104-6632.20180354s20170191
Diagnosis, treatment and evolution of a patient with cleft lip and palate|||TRABALHO DE EVENTO-RESUMO|FISSURA LÁBIOPALATINA|Inglês||
The Family Winterschmidtiidae Oudemans (= Saproglyphidae Oudemans) (Fig. 40.1)|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
Nível de stress de mães de lactentes com e sem fissura labial em situação de aleitamento|||TRABALHO DE EVENTO-RESUMO|MÃES|Português||
Comissão de Cultura e Extensão [CCEX]|||PARTE DE MONOGRAFIA/LIVRO|INSTITUTOS DE PESQUISA|Português||https://doi.org/10.11606/9788593820021
The Family Suidasiidae Hughes|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
Heteragrion gorbi sp. nov. (Odonata: Heteragrionidae) from southeastern Brazil|||ARTIGO DE PERIODICO|LIBÉLULAS|Inglês||https://doi.org/10.11646/zootaxa.4965.1.3
The Family Pyroglyphidae Cunliffe|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
A possível ecologia semiótica emergente por meio de ações co-operativas envolvendo as pinturas rupestres situadas na região da Serra da Capivara, Piauí|||TESE|PIAUÍ|Português||https://doi.org/10.11606/D.8.2024.tde-14032025-113729
Effects of complex physical therapy and multimodal approaches on lymphedema secondary to breast cancer: a systematic review and meta-analysis of randomized controlled trials|||ARTIGO DE PERIODICO|REABILITAÇÃO|Inglês||https://doi.org/10.1016/j.apmr.2021.06.027
Treatment of limonene-polluted air streams by sequential GAC adsorption and electrochemically H2O2-based oxidation: Challenges and perspectives|||ARTIGO DE PERIODICO|ELETROQUÍMICA|Inglês||https://doi.org/10.1016/j.psep.2025.107054
Cinema, história, memória: a construção do passado getulista no documentário ""Getúlio Vargas"" (1974)|||TESE|MEMÓRIA|Português||https://doi.org/10.11606/D.8.2024.tde-14032025-110401
Fantasmagórica máquina - arte, técnica, fim-do-mundismo|||TESE|RAZÃO INSTRUMENTAL|Português||https://doi.org/10.11606/T.8.2024.tde-11022025-121121
Multi-gene phylogeny of the primary freshwater crab genus Ptychophallus Smalley, 1964 (Pseudothelphusidae: Ptychophallinae) from the Neotropical region|||ARTIGO DE PERIODICO|ÁGUA DOCE|Inglês||https://doi.org/10.1016/j.zool.2024.126169
Avaliação de provas moleculares isotérmicas para identificar a infecção por Leishmania infantum chagasi em cães e flebotomíneos|||TESE|REAÇÃO EM CADEIA POR POLIMERASE|Português||https://doi.org/10.11606/T.10.2024.tde-26022025-143148
Perspectivas para Cidades Inteligentes e inclusivas: lições de Barcelona e Shenzhen para o Brasil|||TESE|SHENZEN (CHINA)|Português||https://doi.org/10.11606/T.8.2024.tde-11022025-102344
The Family Histiostomatidae Berlese|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
A arte do fazer ou o fazer da arte de Mira Schendel: estudos do conhecimento técnico e a natureza do material artístico|||TESE|ARTE CONTEMPORÂNEA|Português||https://doi.org/10.11606/D.103.2024.tde-29012025-123552
O anseio dos fiéis: ummah, identidade e resistência entre muçulmanos escravizados no Brasil (1835, 1865-8 e 1877)|||TESE|RESISTÊNCIA|Português||https://doi.org/10.11606/D.8.2024.tde-17032025-110401
The Family Hemisarcoptidae Oudemans (Fig. 36.1)|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
The Family Glycyphagidae Berlese|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
O Velho e a Mina: conflito agrário e renda da terra no oeste do Pará|||TESE|PARÁ|Português||https://doi.org/10.11606/D.8.2024.tde-18032025-083450
RIFM fragrance ingredient safety assessment, 4-acetoxy-2,5-dimethyl-3(2H)furanone, CAS Registry Number 4166-20-5|||ARTIGO DE PERIODICO|TOXICOLOGIA AMBIENTAL|Inglês||https://doi.org/10.1016/j.fct.2025.115397
Single nucleotide polymorphisms in runt-related transcription factor 2 and bone morphogenetic protein 2 impact on their maxillary and mandibular gene expression in different craniofacial patterns: a comparative study|||ARTIGO DE PERIODICO|ESQUELETO|Inglês||https://doi.org/10.4103/ams.ams_40_21
The 15-years trajectory of the Health, Well-being and Aging (SABE) study in São Paulo State, Brazil|||ARTIGO DE PERIODICO|SÃO PAULO|Inglês||https://www.researchgate.net/publication/346027070_The_15-years_trajectory_of_the_Health_Well-being_and_Aging_SABE_study_in_Sao_Paulo_State_Brazil
The Family Labidophoridae Zachvatkin|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
The Family Ctenoglyphidae Zachvatkin|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
The Family Echimyopodidae Fain|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
Caracterização do comportamento reológico de ligantes asfálticos puros e modificados em baixas temperaturas|||TRABALHO DE EVENTO-RESUMO|ENGENHARIA DE TRANSPORTES|Português||https://soac.eesc.usp.br/index.php/siicusp/32siicusp/paper/viewFile/4375/3127
The Family Aëroglyphidae Zachvatkin|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
Influência do temperamento animal sobre o desenvolvimento reprodutivo de machos bovinos|||TESE|SÊMEN|Português||https://doi.org/10.11606/D.10.2024.tde-16122024-151254
RIFM fragrance ingredient safety assessment, heptyl alcohol, CAS Registry Number 111-70-6|||ARTIGO DE PERIODICO|TOXICOLOGIA AMBIENTAL|Inglês||https://doi.org/10.1016/j.fct.2025.115395
Comissão de Inclusão e Pertencimento [CIP]|||PARTE DE MONOGRAFIA/LIVRO|INCLUSÃO SOCIAL|Português||https://doi.org/10.11606/9788593820021
Applicability of forensic facial approximation in the recognition process of unclaimed victims|||ARTIGO DE PERIODICO|ANTROPOLOGIA FORENSE|Inglês||https://doi.org/PMC9343056
Aplicação de uma estratégia lúdica com crianças: contribuições para a educação sobre a morte|||TESE|NARRATIVA|Português||https://doi.org/10.11606/T.83.2023.tde-25032025-104638
Glycerol-in-SEBS gel as a material to manufacture stable wall-less vascular phantom for ultrasound and photoacoustic imaging|||ARTIGO DE PERIODICO|IMAGEM DIGITAL|Inglês||https://doi.org/10.1088/2057-1976/ac24d6
Transient absorption and anisotropy studies of a push–pull azo derivative with an isomerization path-selective local minimum in the ground state|||ARTIGO DE PERIODICO|CONSERVAÇÃO DE ENERGIA|Inglês||https://doi.org/10.1063/5.0251286
Integrative approach revealing a species complex in the Neotropical freshwater crab Dilocarcinus septemdentatus (Herbst, 1783) (Decapoda: Trichodactylidae) with a description of a new species|||ARTIGO DE PERIODICO|ZOOLOGIA (CLASSIFICAÇÃO)|Inglês||https://doi.org/10.3897/asp.82.e115268
Recombinant production and characterization of six ene-reductases from Penicillium steckii|||ARTIGO DE PERIODICO|BIOQUÍMICA|Inglês||https://doi.org/10.1002/cbic.202401007
A implementação da economia circular através do discurso da liderança: um mapeamento temporal baseado em text analytics|||TRABALHO DE EVENTO-RESUMO|ENGENHARIA DE PRODUÇÃO|Português||https://soac.eesc.usp.br/index.php/siicusp/32siicusp/paper/viewFile/4425/3121
Ensino de astronomia:: dispositivo de apontamento e acompanhamento automático de objetos celestes|||TESE|ASTRONOMIA|Português||
Shear bond strength of the adhesive/dentin interface after different etching protocols|||ARTIGO DE PERIODICO|DENTINA|Inglês||https://doi.org/10.4103/jcd.jcd_223_21
Modelo de dinâmica de sistemas para analisar os efeitos de estratégias circulares no ecossistema de recuperação de valor de garrafas de vidro|||TRABALHO DE EVENTO-RESUMO|ENGENHARIA DE PRODUÇÃO|Português||https://soac.eesc.usp.br/index.php/siicusp/32siicusp/paper/viewFile/4423/2999
Readmissão não programada e mortalidade em pacientes com urgência e emergência hipertensiva: estudo de coorte prospectiva|||TESE|SERVIÇOS MÉDICOS DE EMERGÊNCIA|Português||https://doi.org/10.11606/T.7.2023.tde-24032025-110145
An enigmatic new species of Belostoma Latreille from central-western Brazil (Heteroptera: Belostomatidae: Belostomatini)|||ARTIGO DE PERIODICO|POLIMORFISMO|Inglês||https://doi.org/10.11646/zootaxa.5005.3.11
Update to RIFM fragrance ingredient safety assessment, isoamyl propionate, CAS Registry Number 105-68-0|||ARTIGO DE PERIODICO|TOXICOLOGIA AMBIENTAL|Inglês||https://doi.org/10.1016/j.fct.2025.115396
Ensino híbrido:: Uma proposta para a abordagem das leis de Kepler no ensino médio|||TESE|GRAVIDADE|Português||
Revisão sistemática da literatura sobre métodos de machine learning aplicados para apoiar a gestão de fornecedores: uma análise de modelos de tomada de decisão e técnicas de aprendizado de máquina|||TRABALHO DE EVENTO-RESUMO|ENGENHARIA DE PRODUÇÃO|Português||https://soac.eesc.usp.br/index.php/siicusp/32siicusp/paper/viewFile/4421/2996
Avaliação das condições de nucleação acústica na terapia sonodinâmica|||TESE|ULTRASSOM|Português||https://doi.org/10.11606/D.76.2025.tde-31032025-081600
Incidência de lesões por pressão em regiões sacral e calcâneas de pacientes críticos mantidos sobre colchão de baixa pressão contínua|||TESE|TERMOGRAFIA|Português||https://doi.org/10.11606/T.7.2023.tde-20032025-150546
Vestibuloplastia e enxerto gengival autógeno livre antes do enxerto ósseo alveolar secundário tardio na fissura labiopalatina|||TRABALHO DE EVENTO-RESUMO|FISSURA LÁBIOPALATINA|Português||
Physicochemical and thermal characteristics of sugarcane straw and its cellulignin|||ARTIGO DE PERIODICO|ENERGIA|Inglês||https://doi.org/10.1007/s40430-018-1331-1
Mass spectrometry analysis reveals lipids induced by oxidative stress in Candida albicans extracellular vesicles|||ARTIGO DE PERIODICO|ESTRESSE OXIDATIVO|Inglês||https://doi.org/10.3390/microorganisms11071669
Estratégias de acesso à profilaxia pré-exposição ao HIV na Atenção Primária|||TESE|PREVENÇÃO DE DOENÇAS|Português||https://doi.org/10.11606/D.7.2023.tde-24032025-135233
Estudio técnico del uso de energía solar y biogás en vehículos eléctricos en Ilhabela, Brasil|||ARTIGO DE PERIODICO|ILHABELA (SP)|Espanhol||https://ingenius.ups.edu.ec/index.php/ingenius/article/view/20.2018.06
E a Faculdade de Saúde Pública (FSP) da USP contribuindo uma vez mais para adiar o fim do mundo com seu Curso de Saúde Planetária|||ARTIGO DE JORNAL|SAÚDE MUNDIAL|Português||https://jornal.usp.br/artigos/e-a-faculdade-de-saude-publica-fsp-da-usp-contribuindo-uma-vez-mais-para-adiar-o-fim-do-mundo-com-seu-curso-de-saude-planetaria/
Populismo e o estado de direito|||MONOGRAFIA/LIVRO-ED/ORG|TRIBUTAÇÃO|Português||
Nitrogen Biogeochemistry of Adjacent Mesoscale Eddies in the North Pacific Subtropical Gyre|||ARTIGO DE PERIODICO|ISÓTOPOS|Inglês||https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2024GB008206
Uso público conectivo entre Ilhas de Lazer, Parque Linear e Orla: análise de gestão e uso de espaços de lazer em Ilha Comprida-SP|||TESE|ESPAÇO PÚBLICO|Português||https://doi.org/10.11606/D.100.2022.tde-13022023-222626
Expression quantitative trait loci associated with performance traits, blood biochemical parameters, and cytokine profile in pigs|||ARTIGO DE PERIODICO|SUÍNOS|Inglês||https://doi.org/10.3389/fgene.2025.1533424
Sustainable H2O2 electrogeneration employing gas diffusion electrodes produced from tannin-cellulose xerogel|||TRABALHO DE EVENTO-RESUMO|PERÓXIDO DE HIDROGÊNIO|Inglês||https://topical39.ise-online.org/
Computational tools and operational research for optimal design of co-generation systems|||ARTIGO DE PERIODICO|PROGRAMAÇÃO LINEAR|Inglês||https://doi.org/10.1016/j.rser.2018.05.022
Nitrogen electrochemical reduction reaction pathways evidenced by online electrochemical mass spectrometry and isotope labeling on the MoS2 surface|||ARTIGO DE PERIODICO|MARCADORES ISOTOPES|Inglês||https://doi.org/10.1021/acselectrochem.4c00135
Cooling Air Energy Recovery in Portable Air Compressor: An Exergoeconomic Analysis|||ARTIGO DE PERIODICO|EFICIÊNCIA ENERGÉTICA|Inglês||https://doi.org/10.1504/IJEX.2018.10014288
Pretreatments of animal feed for improved digestibility and its influence on biogas production|||PARTE DE MONOGRAFIA/LIVRO|METANO|Inglês||https://doi.org/10.1016/B978-0-443-22372-3.00001-7
A Influência da torrefação na Moagem do Eucalyptus in natura e torrefeito para utilização como biocombustível.|||ARTIGO DE PERIODICO|BIOCOMBUSTÍVEIS|Português||https://revistas.unifoa.edu.br/cadernos/article/view/1407/2125
Molecular insights into cell-mediated immunity in atypical non-ulcerated cutaneous Leishmaniasis|||ARTIGO DE PERIODICO|LEISHMANIOSE VISCERAL|Inglês||https://dx.doi.org/10.3390/microorganisms13020413
Microplastic removal from aqueous solutions using a gas diffusion electrode coated with a very low content of Pd for H2O2 production|||TRABALHO DE EVENTO-RESUMO|PERÓXIDO DE HIDROGÊNIO|Inglês||
Comissão de Cooperação Nacional e Internacional [CCINT]|||PARTE DE MONOGRAFIA/LIVRO|INTERCÂMBIO EDUCACIONAL INTERNACIONAL|Português||https://doi.org/10.11606/9788593820021
Access to reconstructive plastic surgery for patients undergoing bariatric surgery in the Unified Health System (SUS)|||ARTIGO DE PERIODICO|SISTEMA ÚNICO DE SAÚDE|Inglês||https://observatorio.fm.usp.br/handle/OPI/57782
Sinais anatômicos atípicos da faringe na síndrome velocardiofacial e queixas respiratórias após faringoplastia: relato de caso|||TRABALHO DE EVENTO-RESUMO|INSUFICIÊNCIA VELOFARÍNGEA|Português||
Comitê de Ética em Pesqauisa em Seres Humanos [CEPSH]|||PARTE DE MONOGRAFIA/LIVRO|ÉTICA|Português||https://doi.org/10.11606/9788593820021
